   solid_SIDIS_gem_1  |                root  |             solid_SIDIS_gem_1  |                                 0*cm 0*cm -175*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                         36*cm 87*cm 4.8905*mm 0*deg 360*deg  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                       id manual 1100000 
solid_SIDIS_gem_1_3_6  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_3_6  |                              0*cm 0*cm -4.7075*mm  |                     0*deg 0*deg -74*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 703 
solid_SIDIS_gem_1_3_7  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_3_7  |                              0*cm 0*cm -4.7075*mm  |                     0*deg 0*deg -86*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 803 
solid_SIDIS_gem_1_3_8  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_3_8  |                              0*cm 0*cm -4.7075*mm  |                     0*deg 0*deg -98*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 903 
solid_SIDIS_gem_1_3_9  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_3_9  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -110*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1003 
solid_SIDIS_gem_1_3_10  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_10  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -122*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1103 
solid_SIDIS_gem_1_3_11  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_11  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -134*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1203 
solid_SIDIS_gem_1_3_12  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_12  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -146*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1303 
solid_SIDIS_gem_1_3_13  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_13  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -158*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1403 
solid_SIDIS_gem_1_3_14  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_14  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -170*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1503 
solid_SIDIS_gem_1_3_15  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_15  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -182*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1603 
solid_SIDIS_gem_1_3_16  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_16  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -194*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1703 
solid_SIDIS_gem_1_3_17  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_17  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -206*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1803 
solid_SIDIS_gem_1_3_18  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_18  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -218*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 1903 
solid_SIDIS_gem_1_3_19  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_19  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -230*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2003 
solid_SIDIS_gem_1_3_20  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_20  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -242*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2103 
solid_SIDIS_gem_1_3_21  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_21  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -254*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2203 
solid_SIDIS_gem_1_3_22  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_22  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -266*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2303 
solid_SIDIS_gem_1_3_23  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_23  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -278*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2403 
solid_SIDIS_gem_1_3_24  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_24  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -290*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2503 
solid_SIDIS_gem_1_3_25  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_25  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -302*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2603 
solid_SIDIS_gem_1_3_26  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_26  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -314*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2703 
solid_SIDIS_gem_1_3_27  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_27  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -326*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2803 
solid_SIDIS_gem_1_3_28  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_28  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -338*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 2903 
solid_SIDIS_gem_1_3_29  |   solid_SIDIS_gem_1  |        solid_SIDIS_gem_1_3_29  |                              0*cm 0*cm -4.7075*mm  |                    0*deg 0*deg -350*deg  | 00ff00   |                Tube  |                           36*cm 87*cm 0.06*mm -5*deg 10*deg  |      SL_gem_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3003 
solid_SIDIS_gem_1_4_0  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_0  |                              0*cm 0*cm -4.6225*mm  |                      0*deg 0*deg -2*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 104 
solid_SIDIS_gem_1_4_1  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_1  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -14*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 204 
solid_SIDIS_gem_1_4_2  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_2  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -26*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 304 
solid_SIDIS_gem_1_4_3  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_3  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -38*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 404 
solid_SIDIS_gem_1_4_4  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_4  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -50*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 504 
solid_SIDIS_gem_1_4_5  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_5  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -62*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 604 
solid_SIDIS_gem_1_4_6  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_6  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -74*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 704 
solid_SIDIS_gem_1_4_7  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_7  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -86*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 804 
solid_SIDIS_gem_1_4_8  |   solid_SIDIS_gem_1  |         solid_SIDIS_gem_1_4_8  |                              0*cm 0*cm -4.6225*mm  |                     0*deg 0*deg -98*deg  | 1a4fff   |                Tube  |                          36*cm 87*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                           id manual 904 
